ï»¿Business,Street,City,State,Postcode,Country,Phone,Website,Email,Email Type,Categories,Description,Employees,Linkedin,Facebook,X,Instagram,Youtube,Lat,Lng,Contact First Name,Contact Last Name,Contact Role,Contact Email
Arlington Machine,9718 Arlington Ave,Riverside,CA,92503,United States,(951) 359-0710,,,,Auto machine shop,,,,,,,,33.9463689,-117.4718771,,,,
Bj Manufacturing Co,6210 Industrial Ave,Riverside,CA,92504,United States,(951) 352-8918,https://www.bjmanufacturing.net/,,,"Metal fabricator, Laser cutting service, Machine shop, Sheet metal contractor, Steel fabricator, Water jet cutting service, Welder","We specialize in water jetting, laser cutting, machining, and welding and fabrication services. Family owned.",,,,,,,33.9656264,-117.4378702,,,,
Bk Customs,3082 Franklin Ave,Riverside,CA,92507,United States,(951) 530-1527,https://bkcustoms.com/,info@bkcustoms.com,Valid,"Metal fabricator, Laser cutting service, Water jet cutting service","BK Customs Inc is a family-owned and operated custom metal cutting and fabrication company located in Riverside, California. They provide precision laser cutting and a range of metal fabrication services utilizing high-quality equipment. Founded in the late 1990s, the company has grown from a small backyard operation to a significant facility of over 12,000 square feet.",7,https://www.linkedin.com/company/bk-customs-inc-,https://www.facebook.com/bkcustoms,https://www.x.com/bkcustomsinc,https://instagram.com/bkcustoms.inc,https://www.youtube.com/channel/UCWFDzkraedpB-_1lK80pdFg,33.984957,-117.358093,Kyle,Customs,Owner,kyle@bkcustoms.com
C & E Machine Shop,2509 Main St,Riverside,CA,92501,United States,(951) 788-6121,,,,Machine shop,,,,,,,,33.9936008,-117.3669715,,,,
Cadena360service,5067 Bushnell Ave,Riverside,CA,92505,United States,(909) 703-9112,,,,Auto machine shop,,,,,,,,33.9257759,-117.4838616,,,,
California Tool & Welding Supply,201 Main St,Riverside,CA,92501,United States,(951) 686-7822,https://www.cal-tool.com/,info@cal-tool.com,Valid,"Welding supply store, Gas cylinders supplier, Helium gas supplier, Industrial gas supplier, Laboratory equipment supplier, Oxygen equipment supplier, Propane supplier, Tool store, Welding gas supplier","California Tool & Welding Supply has been a family-owned and operated business since 1976, providing high-quality welding equipment, specialty gases, and safety education to clients in Southern California and Nevada. They offer a broad range of services, including gas plumbing, equipment rentals, and customized training programs, alongside their signature 24/7 online ordering and in-house technica",89,https://www.linkedin.com/company/desert-industrial-gas,https://www.facebook.com/california-tool-welding-supply-147788755265873,,,,34.0182813,-117.363684,Melody,Anderson,Strategy Manager,melody@cal-tool.com
Cms,12166 Severn Way,Riverside,CA,92503,United States,(951) 520-8267,,,,Machine shop,,,,,,,,33.8959096,-117.5002804,,,,
Cnc Machining Solutions Inc,12155 Magnolia Ave,Riverside,CA,92503,United States,(951) 688-4267,,,,Machine shop,,,,,,,,33.893816,-117.495593,,,,
D & B Fabrication Plus,11671 Sterling Ave Suite G,Riverside,CA,92503,United States,(951) 359-1752,https://dbfabplus.com/,info@dbfabplus.com,Valid,"Metal fabricator, Auto parts manufacturer, Machine shop, Machinery parts manufacturer, Machining manufacturer, Manufacturer","Are you searching for an all-encompassing solution provider for your manufacturing business and prototyping needs? 
Whether youre in aerospace, automotive, construction, or any other industry, we are here to provide you with top-notch metal fabrication solutions.",1,https://www.linkedin.com/company/d-b-fabrication-plus,,,https://www.instagram.com/dbfabricationplus,https://www.youtube.com/@DBFabricationPlus,33.8954783,-117.4864071,,,,
De Anza Tool & Manufacturing,4010 Garner Rd,Riverside,CA,92501,United States,(951) 683-3080,,,,Machine shop,,,,,,,,34.0150755,-117.3651496,,,,
Dga Machine Shop Blanchard,5825 Ordway St,Riverside,CA,92504,United States,(951) 354-2113,http://www.dgamachineshop.com/,diguglieilmo@dgamachineshop.com,Catch-all,Machine shop,"D.G.A. machine shop, inc. began in 1980 in riverside, ca with one cnc machine and one man committed to customer satisfaction. Our focus is still that and 30 years later we have grown into a 38,000 square foot facility with over 35 employees and 49 CNC machines.",31,https://www.linkedin.com/company/dga-machine-shop,,,,,33.9652228,-117.4401059,Tony,Di Guglielmo,President,tony@dgamachineshop.com
Diesel Engine Machining Inc,7171 Jurupa Ave Ste 4,Riverside,CA,92504,United States,(951) 707-5853,,,,Machine shop,,,,,,,,33.9605322,-117.4506805,,,,
Dougan's Engine & Machine,9072 Limonite Ave,Riverside,CA,92509,United States,(951) 681-1961,https://dougansracing.com/,info@dougansracing.com,Valid,Car repair and maintenance service,"Dougan Racing Engines specializes in high-performance racing engines and boasts over 120 years of experience in the industry, offering on-site race support to clients. Their products cater to various racing formats including drag racing, off-road competition, truck racing, and racing boat engines.",6,,https://www.facebook.com/DougansRacingEngines,https://x.com/DougansEngines,http://instagram.com/dougansracingengines,,33.975009,-117.4814396,,,,
Elite Machine & Manufacturing Inc,9344 Narnia Dr,Riverside,CA,92503,United States,(951) 354-5415,,,,Machine shop,,,,,,,,33.9146907,-117.4381071,,,,
Erdmachining,9860 Indiana Ave,Riverside,CA,92504,United States,(951) 205-0691,,,,"Machine shop, Machining manufacturer",,,,,,,,33.9100954,-117.4482405,,,,
Ernies Machine Shop,1700 Container Cir,Riverside,CA,92509,United States,(909) 644-5534,,,,Machine shop,,,,,,,,34.0234371,-117.3904878,,,,
Ever-pac Hydraulic Machine Shop,1499 Palmyrita Ave,Riverside,CA,92507,United States,(951) 944-2908,https://www.quinncompany.com/service/specialty-services/ever-pac-precision-machining/,cm@quinncompany.com,Catch-all,"Machine shop, Engine rebuilding service, Hydraulic repair service, Welder","Quinn Company sells, rents and services a full line of new and used CatÂ® construction, landscape, industrial, and agricultural equipment.
Quinn Power Systems is your single source for continuous power. We provide sales, parts, service and rentals for a wide range of products.",738,https://www.linkedin.com/company/quinn-group,https://www.facebook.com/quinncompany,,https://www.instagram.com/quinn.cat,https://www.youtube.com/c/Quinncompany%20,34.0052369,-117.3442647,,,,
F & L Tools Corporation,245 Jason Ct,Corona,CA,92879,United States,(951) 279-1555,https://www.fltcorp.com/,tracey@fltcorp.com,Valid,Machine shop,"F&L Tools Precision Machining specializes in high-precision machining services, focusing on complex components such as gearbox assemblies and non-prismatic air-flow blades. They offer innovative solutions by transforming castings into direct billet fabrications, streamlining production processes.",23,https://www.linkedin.com/company/f-&-l-tools-corporation,https://www.facebook.com/fl-tools-corp-407332142705912,,,,33.8908167,-117.5048402,Tracey,Pratt,"Manager, Accounting",tracey@fltcorp.com
Fosterscnc,2060 Chicago Ave C1,Riverside,CA,92507,United States,(951) 447-7109,,,,"Machine shop, Engineer, Manufacturer",,,,,,,,33.9925502,-117.3472651,,,,
Future Tech Metals,719 Palmyrita Ave,Riverside,CA,92507,United States,(951) 781-4801,https://www.futuretechmetals.com/,info@futuretechmetals.com,Valid,Machine shop,âCNC Machining Service on Customer Supplied Parts of Exotic Metals and Composite Alloysâ,10,https://www.linkedin.com/company/future-tech-metals,,,,,34.0053121,-117.326897,Johan,Barnard,Quality Assurance Manager at Future Tech,johan@futuretechmetals.com
G & S Swiss,9820 Indiana Ave # 3,Riverside,CA,92503,United States,(951) 509-1640,,,,Machine shop,,,,,,,,33.9098887,-117.4464322,,,,
Glengarry Manufacturing Inc,9880 Indiana Ave,Riverside,CA,92503,United States,(951) 729-5652,,,,Machine shop,,,,,,,,33.9091366,-117.4469966,,,,
Gtz Brothers.,11731 Sterling Ave Ste A,Riverside,CA,92503,United States,(951) 220-5636,https://highpowerkustom.com/,,,"Auto machine shop, Brake shop, Machine workshop","Discover high-quality aftermarket parts and accessories for 63-87 C10 and 
C20 trucks. Shop disc brake conversion kits, tie rod ends, and more at 
competitive prices.",,,,,https://www.instagram.com/thegtzbrothers,,33.8951379,-117.487573,,,,
Hasten Applied Cnc,6734 Doolittle Ave Suite F,Riverside,CA,92503,United States,(909) 257-7415,https://www.hastencnc.com/,quotes@hastencnc.com,Catch-all,Machine shop,"Hasten Applied CNC is a ISO 9001 Prototype CNC Machine Shop with Long run Production Capabilities that specializes in Milling, Turning, Swiss turn, Sheetmetal & Precision Stampings. We are a one stop shop Serving the I.E., Orange County & Los Angeles",,,https://www.facebook.com/hastencnc,,https://www.instagram.com/hastencnc,,33.9529296,-117.4597148,,,,
Hi-rel Plastics & Molding,7575 Jurupa Ave,Riverside,CA,92504,United States,(951) 354-0258,https://www.hirelplastics.com/,mike@hirelplastics.com,Valid,"Machine shop, Containers supplier, Plastic injection molding service, Manufacturer, Mold maker, Plastic fabrication company, Plastic products supplier, Rubber products supplier, 3D printing service, Tool manufacturer","Hi-Rel Plastics Molding, Inc. specializes in custom plastic injection and blow molding for various industries, offering comprehensive services from product design to finished part production. With over 40 years of experience, they focus on quality and timely delivery while maintaining strong customer partnerships based on integrity and ingenuity.",18,https://www.linkedin.com/company/hi-rel-plastics-molding-inc,https://www.facebook.com/hi-rel-plastics-molding-inc-2072473003016884,https://www.x.com/hirelplastics,,,33.9595277,-117.4605174,Mike,Kathrotiya,President,mike@hirelplastics.com
I.g. Diego Engine And Transmission Rebuilders Inc.,5850 Griffith St,Riverside,CA,92504,United States,(951) 353-0967,https://igdiego.com/,ig.diego@yahoo.com,Catch-all,"Auto machine shop, Auto electrical service, Engine rebuilding service, Auto repair shop, Car inspection station, Diesel engine repair service, Small engine repair service, Transmission shop, Vehicle inspection service","IG DIEGO ENGINES & TRANSMISION REBUILDER, located in Riverside, California, specializes in high-quality auto repairs for cars, trucks, hybrids, and electric vehicles, with a focus on motorhomes. With over 24 years of experience, the family-owned business prides itself on providing competitive pricing and a 12-month warranty for peace of mind.",6,https://www.linkedin.com/company/i.g.-diego-engine-&a;-transmission-rebuilders,https://www.facebook.com/igdiego.ca,,,,33.9650909,-117.4370194,,,,
Ideal Seaquist Inc.,2758 Main St,Riverside,CA,92501,United States,(951) 684-6100,,,,Machine shop,,,,,,,,33.9913646,-117.3678223,,,,
Ivan Automotive Machine Shop,6333 Mission Blvd A,Riverside,CA,92509,United States,(951) 686-0524,,,,Auto repair shop,,,,,,,,34.0068763,-117.4257664,,,,
J L Seaquist & Co,2758 Main St,Riverside,CA,92501,United States,(951) 684-2114,,,,Machine shop,,,,,,,,33.9913424,-117.367733,,,,
Jacnc,9880 Indiana Ave # 8,Riverside,CA,92503,United States,(951) 446-3565,,,,Machine shop,,,,,,,,33.9091366,-117.4469966,,,,
Jen Precision,7095 Jurupa Ave,Riverside,CA,92504,United States,(951) 977-9072,https://www.jenprecision.com/,,,Machine shop,Jen Precision specializes in delivering high-quality precision products characterized by reliability. The company&s;s offerings are designed to meet the stringent needs of clients seeking accuracy and performance. They focus on building trust through their commitment to precision in their services.,6,,,,,,33.9615052,-117.4496044,,,,
Machine It Usa Inc.,1200 Dodson Way,Riverside,CA,92507,United States,(951) 963-4522,https://machineitusa.com/,,,Machine shop,MACHINE IT USA,,,,,,,34.0009004,-117.3448047,,,,
Marathon Machining & Tool Inc,1243 Columbia Ave # B8,Riverside,CA,92507,United States,(951) 354-0372,,,,Machine shop,,,,,,,,34.0027831,-117.3385874,,,,
Marlin Machine Products,4071 Brewster Way,Riverside,CA,92501,United States,(951) 275-0050,https://www.marlincnc.com/,,,Metal fabricator,,,,,,,,34.0122626,-117.3660074,,,,
Match Fit Grind & Lap,1030 Northgate St Ste 2,Riverside,CA,92507,United States,(951) 786-0151,,,,Machine shop,,,,,,,,34.003977,-117.328164,,,,
Mc Kay Tooling,10015 Cleveland Ave,Riverside,CA,92503,United States,(951) 354-5551,,,,Machine shop,,,,,,,,33.8965237,-117.4410229,,,,
Metric Machining,3263 Trade Center Dr,Riverside,CA,92507,United States,(909) 947-9222,https://www.metricorp.com/,sales@metricorp.com,Valid,Machine shop,"Metric Machining was established in 1973 by Richard and Joan Parker in Monrovia California. We started out in a 5,000 square foot building and dedicated our efforts to providing our customers with quality parts, on-time delivery and competitive prices.",20,https://www.linkedin.com/pub/metric-machining/51/570/61a,https://www.facebook.com/metric.machining,,,,33.983902,-117.34677,Robin,Parker,Sales Manager / Owner,rparker@metricorp.com
Micron Engineering,1710 Palmyrita Ave Suite5,Riverside,CA,92507,United States,(951) 686-7254,,,,Machine shop,,,,,,,,34.0042452,-117.3486536,,,,
Mph Precision,9840 Indiana Ave #7,Riverside,CA,92503,United States,(951) 299-8131,https://www.mph-precision.com/,,,Machine shop,MPH Precision a precision CNC machine shop that produces quality components...,,,,,,,33.9098945,-117.4479321,,,,
Novelty Products International Llc,9325 Douglas Dr,Riverside,CA,92503,United States,(951) 687-7951,https://barpullerusa.com/,info@barpullerusa.com,Valid,Machine shop,"Novelty Products International specializes in manufacturing GRIPPALL CNC Bar Pullers, designed to automate CNC turning centers and improve productivity in industrial settings. Their products, which include self-adjusting bar pullers and accessories, are suitable for a variety of material shapes and are known for being compact and easy to use.",14,,,,,http://www.youtube.com/watch,33.914691,-117.4369066,,,,
Oms,1200 Dodson Way,Riverside,CA,92507,United States,(951) 490-5678,https://riversidecncmachine.com/,,,Machine shop,"Riverside CNC Machine Shop, located in Riverside, CA, specializes in CNC machining services. They offer customized parts tailored to meet the specific needs of their clients. The company is dedicated to providing excellent customer service and high-quality manufacturing solutions.",6,https://www.linkedin.com/company/riverside-cnc-machine-shop,https://www.facebook.com/login,https://x.com/i/flow/login,https://www.instagram.com,https://www.youtube.com,34.0009004,-117.3448047,,,,
Performance Workshop,9000 Arlington Ave,Riverside,CA,92503,United States,(951) 689-7475,https://www.performanceworkshop.net/location,fstvwgreg@hotmail.com,Valid,Car repair and maintenance service,"Performance Workshop is a high-performance Volkswagen shop based in Riverside, California, specializing in ported and polished cylinder heads for air-cooled VW models. The company offers a comprehensive range of services including high performance engine building, dyno, and machine services.",6,,https://www.facebook.com/wix,https://www.x.com/wix,,,33.9459485,-117.4698216,,,,
Phes Machining,9800 Indiana Ave # 8,Riverside,CA,92503,United States,(951) 312-3881,https://phesmachining.com/,sales@phesmachining.com,Catch-all,Machine shop,"Machining Capabilities
3, 4, 5 Axis CNC Milling & Turning
PHES Machining offers precise machining services. We want all of our customers to experience the impressive level of professionalism and quality when working with us. All of our services offered are done to make our customers life easier and stress free.",3,https://www.linkedin.com/company/phes-machining,,,,,33.91035,-117.4473688,Alfredo,Acosta,,alfredo@phesmachining.com
Power Gear Industries,11801 Pierce St,Riverside,CA,92505,United States,(562) 556-3206,https://www.powergearindustries.com/,repairs@powergearindustries.com,Catch-all,Machine shop,Power Gear Industries  |,,,,,,https://www.youtube.com/@powergearindustries,33.9015736,-117.4935509,,,,
Precise Aero Products Inc,4120 Indus Way,Riverside,CA,92503,United States,(951) 340-4554,https://www.preciseaero.com/,bud@preciseaero.com,Valid,Machine shop,"Precise Aero Products, Inc. â Over 30 years of supplying government aircraft spare parts.",,,,,,,33.8971438,-117.4996921,,,,
Preco Manufacturing Co.,1750 Rustin Ave,Riverside,CA,92507,United States,(909) 393-0675,http://www.preco-mfg.com/,are@home,Unknown,Machine shop,"Preco Manufacturing manufactures precision machined components for the defense and aerospace industries in the commercial, industrial and private sectors. Preco is dedicated to providing customers affordable solutions to their most demanding manufacturing needs.",23,,,,,,33.9955043,-117.3351874,,,,
Proam Racing,3646 Presley Ave,Riverside,CA,92507,United States,(951) 689-7400,,,,Machine shop,,,,,,,,33.9777124,-117.346595,,,,
Project 14,12785 Magnolia Ave,Riverside,CA,92503,United States,(951) 549-9366,https://www.project14.com/,tan@project14.com,Valid,Machine shop,"Project 14 specializes in custom foam packaging and military fastpack designs, providing secure transport and storage solutions for sensitive equipment. Based in Riverside, California, they serve clients across Southern California and nationwide, offering a range of products including insulated foam boxes, fabricated foam components, and military-grade crates.",10,https://linkedin.com,https://facebook.com,https://x.com,https://instagram.com,,33.8859159,-117.5085661,Tan,Truong,Manager,tan@project14.com
Renaissance Mold & Engrng Inc,,Riverside,CA,92503,United States,(951) 689-1948,http://www.osnaengineering.com/,rudyb@renaissancemold.com,Unknown,Machine shop,"ä¸­å½Â·å¤ªé³ætyc7111cc(éå¢)æéå¬å¸-å®æ¹ç½ç«ââ­ï¸äºæ´²å¨±ä¹é¡¶çº§å¹³å°â­ï¸å¨æ°åçº§æè´ä½éªâ­ï¸âPT,MGçµå­æ¸¸æ,AG,BBINçäººå¨±ä¹,çµå­ç«ææé±¼è¾¾äºº,æ²å·´ä½è²å½©ç¥¨ææ³¨.ç§ç±»ä¸°å¯ç©æ³å¤å½©.é¡¶çº§",,,,,,,33.8833124,-117.4438667,,,,
Riverside Machine Works Inc,1730 Production Cir,Riverside,CA,92509,United States,(951) 685-7416,http://www.riversidemachineworks.com/,jerry.giesler@riversidemachineworks.com,Catch-all,Machine shop,"Riverside Machine Works, Inc. is a veteran provider of machining, welding, and fabrication services, operating for over 70 years. They focus on delivering quality craftsmanship and value to their clients, ensuring that each project is handled with care and expertise.",100,https://www.linkedin.com/company/riverside-machine-works-inc,https://www.facebook.com/metalcraftandriversidemachineandengineering,https://www.x.com/metalcraftmach,,,34.0229329,-117.391821,Keith,Townsend,Case,keith@riversidemachineworks.com
Silo Cnc Machining,2896 Main St,Riverside,CA,92501,United States,(951) 552-5345,https://www.instagram.com/silo.mfg/,,,"Machine shop, Manufacturer",,,,,,,,33.9901922,-117.3683629,,,,
Soto's Diesel Machine Shop Inc,7101 Jurupa Ave Suite 14,Riverside,CA,92504,United States,(714) 808-7736,https://sotosdieselmachinebusiness.com/,,,Diesel engine repair service,"Enhance the performance of your engines with our top-quality diesel machine services. Experience comprehensive repair, maintenance, custom part fabrication, and fuel system diagnosis for optimal efficiency.",,,,,,,33.9612357,-117.4499755,,,,
T - Rod's Speed Shop,14015 Bush Ave,Riverside,CA,92508,United States,(657) 244-3020,,,,"Machine shop, Engine rebuilding service, Mechanical engineer",,,,,,,,33.9160959,-117.3370728,,,,
The Hydraforce Inc. Hydraulic Cylinder Repair,7383 Orangewood Dr,Riverside,CA,92504,United States,(951) 689-3987,,,,"Machine shop, Hydraulic repair service, Manufacturer, Seal shop",,,,,,,,33.9611511,-117.4567661,,,,
Tru-po Manufacturing,9800 Indiana Ave # 8,Riverside,CA,92503,United States,(951) 299-8968,https://www.tru-pomfg.com/,,,Machine shop,High-quality custom machining for all industries.,,,,,,,33.91035,-117.4473688,,,,
United Rentals â Customer Equipment Solutions,7820 Lincoln Ave,Riverside,CA,92504,United States,(951) 306-3672,https://www.unitedrentals.com/locations/ca/riverside/equipment-service-maintenance/b34,investors@unitedrentals.com,Catch-all,"Truck repair shop, Diesel engine repair service, Engine rebuilding service, Hydraulic repair service, Machine maintenance service, Machine repair service, Road construction machine repair service, Tool repair shop","Headquartered in Stamford, Connecticut, United Rentals is an equipment rental distributor that deploys people, tools, and solutions to enable their customers to build constructions.","24,600",https://www.linkedin.com/company/united-rentals,https://www.facebook.com/United-Rentals-200631115132,https://x.com/UnitedRentals,,https://www.youtube.com/channel/UCJqx4efP89s7kkS9hb-C5Cg,33.9250066,-117.4034726,Lisa,Milner,"Senior Supervisor, Sales Development Program",lisa@unitedrentals.com
V.m.f. ( Variety Machine And Fabrication),3300 Harrison St Ste 10,Riverside,CA,92503,United States,(951) 352-0660,,,,"Machine shop, Tool & die shop",,,,,,,,33.9083789,-117.4482359,,,,
Vanta Precision,1159 Iowa Ave Ste F,Riverside,CA,92507,United States,(909) 206-9075,https://vantaprecision.com/,,,Machine shop,"Vanta Precision is a company that operates in the Manufacturing industry. The company is headquartered in Riverside, California.",13,https://www.linkedin.com/company/96315588,,,https://www.instagram.com/vantaprecision,,34.0025048,-117.3403464,,,,
Vital Arc Welding,1710 Palmyrita Ave #18,Riverside,CA,92507,United States,(951) 836-1987,,,,"Welding supply store, Equipment supplier, Repair service",,,,,,,,34.0042452,-117.3486536,,,,
Vixen Industries,9880 Indiana Ave # 6,Riverside,CA,92503,United States,(951) 688-6166,https://www.vxnind.com/,,,Machine shop,American-made parts. Diesel engine sleeves and parts. Quantity discounts. In business since 1999. Quick turnaround time. Call for a free estimate.,,,,,,,33.9091366,-117.4469966,,,,
W Precision Machining & Maintenance Service,2758 Main St,Riverside,CA,92501,United States,(909) 418-1733,,,,Machine shop,,,,,,,,33.9912513,-117.3675692,,,,
Wayne's Engine Rebuilders,2200 Business Way,Riverside,CA,92501,United States,(951) 684-2222,http://www.waynesengines.com/,sales@waynesengines.com,Catch-all,"Auto machine shop, Engine rebuilding service","Wayne&s;s Engine Rebuilding is a leading engine rebuilding service based in California, established in 1971. The company utilizes the latest technologies and employs highly skilled technicians and machinists to ensure high-quality engine rebuilds with a focus on precision engineering and quick turnaround times.",25,https://www.linkedin.com/company/waynes-engine-rebuilders-inc.,https://www.facebook.com/waynes-engine-rebuilding-110465939016610,,,,33.994342,-117.361062,,,,
Accuturn Corporation,7189 Old 215 Frontage Rd,Moreno Valley,CA,92553,United States,(951) 656-6621,https://www.accuturninc.com/,sales1@accuturncorp.com,Unknown,Machine shop,"Accuturn Corporation specializes in CNC machining and precision parts manufacturing, primarily serving the military, aerospace, automotive, medical, dental, electronics, and telecommunications industries. Since 1974, the company has been committed to producing high-quality custom parts from their state-of-the-art 17,000 square-foot facility in Riverside, CA.",29,https://www.linkedin.com/company/accuturn-corporation,https://www.facebook.com/accuturncorporation,,,,33.9201736,-117.2876968,,,,
Acuity Machine Co,8725 54th St,Riverside,CA,92509,United States,(951) 360-7787,,,,Machine shop,,,,,,,,33.9906616,-117.4735718,,,,
Cnc Machining,2220 Eastridge Ave,Riverside,CA,92507,United States,(951) 656-0400,,,,Machine shop,,,,,,,,33.9319305,-117.2939606,,,,
Fast Lane Precision,6260 River Crest Dr,Riverside,CA,92507,United States,(951) 782-0271,https://www.fastlaneprecision.com/,b.kitchen@fastlaneprecision.com,Catch-all,Machine shop,"Fast Lane Precision is a AS9100 Rev D certified machine shop focused on providing our customers with quality parts, on time deliveries and competitive prices. Our 13,000 sq foot facility houses machine tools ranging from 5 axis mills to small diameter Swiss screw machines.",,https://www.linkedin.com/company/fast-lane-precision,,,,,33.938282,-117.2916718,,,,
Freiling Machining Co,201 Jason Ct,Corona,CA,92879,United States,(951) 371-0346,,,,Machine shop,,,,,,,,33.8892212,-117.5035477,,,,
Gmb Machine And Fab,10405 San Sevaine Way,Jurupa Valley,CA,91752,United States,(951) 934-3012,,,,Machine shop,,,,,,,,34.0153427,-117.5137787,,,,
Jds Machine Shop,9545 Bellegrave Ave,Riverside,CA,92509,United States,(909) 565-5176,,,,Machine shop,,,,,,,,34.0097961,-117.4923477,,,,
Op-teck Machining,10427 San Sevaine Way,Jurupa Valley,CA,91752,United States,(909) 938-3244,http://op-teckmachining.com/,oscar@op-teckmachining.com,Catch-all,Machine shop,"Over 20 years of experienced CNC machining, CNC Turning, prototyping, repairing and maintenance. Aerospace, medical, energy and metalworking industries.",,,,,,,34.0158119,-117.5147171,,,,
Right Way Precision,,Riverside,California,,United States,(951) 334-4158,https://rightwayprecision.com/,,,Machine shop,RightWay Precision offers precision machining services. We serve many industries from medical to R&D.,,,,,,,33.9500008,-117.4000015,,,,
Total Force Tactical Customs,,Riverside,California,,United States,(951) 442-5192,https://www.totalforcetactical.com/,,,Machine shop,"Total Force Tactical specializes in custom firearm modifications and enhancement services, including slide work, optic cuts, and porting for a variety of handgun models such as Glock, Springfield, and CZ. Their product offerings include services like the Springfield XD RMSc optic cut and barrel porting for various firearms.",8,,,,,,33.9500008,-117.4000015,,,,
Tricad Engineering Inc.,4615 Brookhollow Cir,Riverside,CA,92509,United States,(951) 416-1067,https://www.tricadusa.net/,,,Machine shop,CNC Machining services available. Over 50 years of experience in the Plastics industry. Mold making and design services offered.,,,,,,,34.0041161,-117.4869537,,,,
Ultra Seal,12000 Jonathan Dr,Riverside,CA,92503,United States,(951) 801-2589,http://www.ultra-seals.com/,engrg@ultra-seals.com,Unknown,Machine shop,"Ultra Seal was established in 1998 in response to increasing demand for innovative and reliable sealing concepts and practical solutions to sealing problems in the OEM and MRO marketplace. Today, Ultra Seal continues to offer high performance sealing concepts designed to meet or exceed stringent requirements in medical, aerospace, oil and gas, semiconductor manufacturing and chemical processing industries.",1,https://www.linkedin.com/in/ultra-seal-284514173,,,,,33.8831558,-117.454071,,,,
